title,director,genre,ratings,keywords
The Tale of Despereaux,robertstevenhagen,"['adventure', 'animation', 'family']",5.8,"['loyalty', 'totalitarianregime', 'mouse']"
The Tuxedo,kevindonovan,"['thriller', 'action', 'comedy']",5.3,"['bomb', 'intelligence', 'chauffeur']"
Under Siege 2: Dark Territory,geoffmurphy,"['action', 'thriller']",5.6,"['terrorist', 'pentagon', 'satellite']"
Jack Ryan: Shadow Recruit,kennethbranagh,"['action', 'drama', 'thriller']",5.9,"['londonengland', 'corruption', 'cia']"
Joy,davido.russell,"['drama', 'comedy']",6.4,"['factory', 'inventor', 'strongwoman']"
London Has Fallen,babaknajafi,"['action', 'crime', 'thriller']",5.8,"['londonengland', 'terrorist', 'terroristattack']"
Alien: Resurrection,jean-pierrejeunet,"['sciencefiction', 'horror', 'action']",5.9,"['android', 'mercenary', 'dystopia']"
Shooter,antoinefuqua,"['action', 'drama', 'mystery']",6.9,"['corruption', 'sniper', 'senator']"
The Boxtrolls,anthonystacchi,"['animation', 'comedy', 'family']",6.6,"['basedonnovel', 'stopmotion', 'fatherdaughterrelationship']"
Practical Magic,griffindunne,"['drama', 'fantasy', 'comedy']",6.3,"['witch', 'magic', 'sorcery']"
The Lego Movie,phillord,"['adventure', 'animation', 'comedy']",7.5,"['fathersonrelationship', 'creativity', 'friendship']"
Miss Congeniality 2: Armed and Fabulous,johnpasquin,"['action', 'comedy']",5.3,"['ransom', 'pressconference', 'ship']"
Reign of Fire,robbowman,"['adventure', 'action', 'fantasy']",6,"['dragon', 'evolution', 'firechief']"
Gangster Squad,rubenfleischer,"['crime', 'drama', 'action']",6.2,"['losangeles', 'gangster']"
Year One,haroldramis,"['comedy', 'adventure']",4.6,"['temple', 'slavery', 'stoneage']"
Invictus,clinteastwood,"['drama', 'history']",7,"['stadium', 'southafrica', 'apartheid']"
State of Play,kevinmacdonald,['action'],6.7,"['corruption', 'assassination', 'detective']"
Duplicity,tonygilroy,"['romance', 'comedy', 'crime']",5.7,['spy']
My Favorite Martian,donaldpetrie,"['comedy', 'drama', 'family']",5.1,"['alien', 'martian', 'basedontvseries']"
The Sentinel,clarkjohnson,"['action', 'thriller', 'crime']",5.8,"['usapresident', 'agent']"
Planet 51,jorgeblanco,"['sciencefiction', 'animation', 'family']",5.6,"['flyingsaucer', 'alienlife-form', 'spaceship']"
Star Trek: Nemesis,stuartbaird,"['sciencefiction', 'action', 'adventure']",6.1,"['clone', 'assassination', 'ambush']"
Intolerable Cruelty,joelcoen,"['crime', 'comedy', 'romance']",5.8,"['california', 'assassin', 'infidelity']"
Trouble with the Curve,robertlorenz,"['drama', 'romance']",6.6,"['women', 'baseball', 'pitcher']"
Edge of Darkness,martincampbell,"['crime', 'drama', 'mystery']",6.2,"['murder', 'violence', 'deathofdaughter']"
The Relic,peterhyams,"['horror', 'mystery', 'thriller']",5.8,"['chicago', 'basedonnovel', 'monster']"
Analyze That,haroldramis,"['comedy', 'crime']",5.7,"['prison', 'gold', 'therapist']"
Righteous Kill,jonavnet,"['action', 'crime', 'drama']",5.9,"['revenge', 'murder', 'plottwist']"
Mercury Rising,haroldbecker,"['action', 'crime', 'drama']",6,"['assassin', 'lossoffamily', 'autism']"
The Soloist,joewright,['drama'],6.6,"['newspaper', 'cello', 'musical']"
The Legend of Bagger Vance,robertredford,"['fantasy', 'drama']",6.3,"['competition', 'worldwari', 'greatdepression']"
Almost Famous,cameroncrowe,"['drama', 'music']",7.4,"['hotelroom', 'sandiego', 'drugaddiction']"
Garfield: A Tail of Two Kitties,timhill,"['animation', 'comedy', 'family']",5.1,"['londonengland', 'cat', 'mistakeinperson']"
xXx: State of the Union,leetamahori,"['action', 'adventure', 'crime']",4.7,"['washingtond.c.', 'helicopter', 'usapresident']"
Priest,scottstewart,"['action', 'sciencefiction', 'fantasy']",5.4,"['vampire', 'crucifixion', 'post-apocalyptic']"
Sinbad: Legend of the Seven Seas,timjohnson,"['family', 'animation', 'adventure']",6.6,"['prince', 'watermonster']"
Event Horizon,paulw.s.anderson,"['horror', 'sciencefiction', 'mystery']",6.5,"['spacemarine', 'nudity', 'nightmare']"
Dragonfly,tomshadyac,['drama'],6.1,"['pregnancyandbirth', 'voice', 'dragonfly']"
The Black Dahlia,briandepalma,['drama'],5.7,"['pornography', 'observer', 'losangeles']"
Flyboys,tonybill,"['action', 'adventure', 'drama']",6.3,"['worldwari', 'biplane']"
The Last Castle,rodlurie,"['action', 'drama', 'thriller']",7,"['prison', 'general']"
Supernova,walterhill,"['horror', 'sciencefiction', 'thriller']",4.9,"['blackpeople', 'starships', 'future']"
Winter's Tale,akivagoldsman,"['drama', 'fantasy', 'mystery']",6,['basedonnovel']
The Mortal Instruments: City of Bones,haraldzwart,"['action', 'adventure', 'drama']",6.2,"['angel', 'vampire', 'werewolf']"
Meet Dave,brianrobbins,"['comedy', 'sciencefiction', 'adventure']",5,"['newyork', 'captain', 'starships']"
Dark Water,waltersalles,"['drama', 'horror', 'thriller']",5.3,"['basedonnovel', 'water', 'remake']"
Edtv,ronhoward,['comedy'],5.7,"['tvshow', 'tvstation', 'simulatedreality']"
Inkheart,iainsoftley,"['adventure', 'family', 'fantasy']",6,"['book', 'fairytale', 'eavesdropping']"
The Spirit,frankmiller,"['action', 'comedy', 'thriller']",4.7,"['secretidentity', 'robber', 'mask']"
Mortdecai,davidkoepp,"['comedy', 'adventure']",5.4,"['basedonnovel', 'painting', 'debt']"
In the Name of the King: A Dungeon Siege Tale,uweboll,"['adventure', 'fantasy', 'action']",4.1,"['fictionalplace', 'monster', 'lossoffamily']"
Beyond Borders,martincampbell,"['drama', 'romance', 'adventure']",6.7,"['londonengland', 'cia', 'landmine']"
The Great Raid,johndahl,"['action', 'history', 'war']",6.8,"['basedonnovel', 'worldwarii', 'prisonersofwar']"
Deadpool,timmiller,"['action', 'adventure', 'comedy']",7.4,"['antihero', 'mercenary', 'marvelcomic']"
Holy Man,stephenherek,"['drama', 'comedy']",4.9,"['salesclerk', 'television', 'tvratings']"
American Sniper,clinteastwood,"['war', 'action']",7.4,"['sniper', 'biography', 'iraq']"
Goosebumps,robletterman,"['adventure', 'horror', 'comedy']",6.2,"['basedonnovel', 'magic', 'fantasy']"
Just Like Heaven,markwaters,"['comedy', 'fantasy', 'romance']",6.5,"['coma', 'basedonnovel', 'workaholic']"
The Flintstones in Viva Rock Vegas,brianlevant,"['sciencefiction', 'comedy', 'family']",4.4,"['waitress', 'marriageproposal', 'flirt']"
Rambo III,petermacdonald,"['action', 'adventure', 'thriller']",5.7,"['competition', 'submachinegun', 'sovietunion']"
Leatherheads,georgeclooney,"['comedy', 'romance', 'drama']",5.7,"['americanfootball', 'sportsteam', 'stadium']"
The Ridiculous 6,frankcoraci,"['comedy', 'western']",4.9,['wildwest']
Did You Hear About the Morgans?,marclawrence,['comedy'],5.1,"['witnessprotection', 'comedy', 'duringcreditsstinger']"
The Internship,shawnlevy,['comedy'],6.1,"['jobinterview', 'lossofjob', 'intern']"
Resident Evil: Afterlife,paulw.s.anderson,"['action', 'adventure', 'horror']",5.8,"['post-apocalyptic', 'dystopia', 'undead']"
Red Tails,anthonyhemingway,"['drama', 'action', 'adventure']",5.9,"['worldwarii', 'fighterpilot', 'fighterplane']"
The Devil's Advocate,taylorhackford,"['drama', 'horror', 'mystery']",7.2,"['childabuse', 'southernusa', 'obsession']"
That's My Boy,seananders,['comedy'],5.5,"['deadbeatdad', 'cheatingfiancée', 'teacherstudentsex']"
DragonHeart,robcohen,['fantasy'],6.4,"['magic', 'kingdom', 'despot']"
After the Sunset,brettratner,"['action', 'comedy', 'crime']",6,"['bahamas', 'masterthief', 'crookcouple']"
Ghost Rider: Spirit of Vengeance,briantaylor,"['action', 'fantasy', 'thriller']",4.7,"['monk', 'easterneurope', 'skeleton']"
Captain Corelli's Mandolin,johnmadden,"['drama', 'history', 'romance']",5.5,"['officer', 'greekisland', 'mandolin']"
The Pacifier,adamshankman,"['action', 'comedy', 'drama']",5.8,"['bodybuilder', 'children', 'bodyguard']"
Walking Tall,kevinbray,"['adventure', 'drama', 'action']",6,"['casino', 'sheriff', 'home']"
Forrest Gump,robertzemeckis,"['comedy', 'drama', 'romance']",8.2,"['vietnamveteran', 'hippie', 'mentallydisabled']"
Alvin and the Chipmunks,timhill,"['comedy', 'music', 'family']",5.5,"['pop', 'popstar', 'recordproducer']"
Meet the Parents,jayroach,"['comedy', 'romance']",6.6,"['cia', 'airport', 'cat']"
Pocahontas,mikegabriel,"['adventure', 'animation', 'drama']",6.7,"['cultureclash', 'settler', 'forbiddenlove']"
Superman,richarddonner,"['action', 'adventure', 'fantasy']",6.9,"['savingtheworld', 'journalist', 'dccomics']"
The Nutty Professor,tomshadyac,"['fantasy', 'comedy', 'romance']",5.4,"['overweight', 'overweightman', 'duringcreditsstinger']"
Hitch,andytennant,"['comedy', 'drama', 'romance']",6.4,"['speeddate', 'romanticcomedy', 'dating']"
George of the Jungle,samweisman,"['adventure', 'comedy', 'family']",5.4,"['africa', 'sanfrancisco', 'gorilla']"
American Wedding,jessedylan,"['comedy', 'romance']",6,"['handcuffs', 'sistersisterrelationship', 'spanner']"
Captain Phillips,paulgreengrass,"['action', 'drama', 'thriller']",7.6,"['ship', 'hijacking', 'somalia']"
Date Night,shawnlevy,['comedy'],5.9,"['date', 'corruption', 'taxi']"
Casper,bradsilberling,"['fantasy', 'comedy', 'family']",6,"['halloween', 'friendship', 'supernatural']"
The Equalizer,antoinefuqua,"['thriller', 'action', 'crime']",7.1,"['corruption', 'assassin', 'hostage']"
Maid in Manhattan,waynewang,"['comedy', 'drama', 'romance']",5.6,"['hotel', 'politician', 'mistakenidentity']"
Crimson Tide,tonyscott,"['action', 'thriller', 'drama']",7,"['submarine', 'mutiny', 'russia']"
The Pursuit of Happyness,gabrielemuccino,['drama'],7.7,"['sanfrancisco', 'singleparent', 'homelessperson']"
Flightplan,robertschwentke,"['thriller', 'drama', 'mystery']",6.1,"['berlin', 'lossoffather', 'airplane']"
Disclosure,barrylevinson,"['drama', 'thriller', 'crime']",5.9,"['employee', 'workplace', 'sexualharassment']"
City of Angels,bradsilberling,"['drama', 'fantasy', 'romance']",6.4,"['suicide', 'angel', 'lifeanddeath']"
Kill Bill: Vol. 1,quentintarantino,"['action', 'crime']",7.7,"['japan', 'coma', 'martialarts']"
Bowfinger,frankoz,['comedy'],6,"['filmproducer', 'filmdirector', 'moviestudio']"
Kill Bill: Vol. 2,quentintarantino,"['action', 'crime', 'thriller']",7.6,"['brotherbrotherrelationship', 'swordplay', 'katana']"
Tango & Cash,andreikonchalovsky,"['action', 'adventure', 'comedy']",6.1,"['prisoner', 'warondrugs', 'losangeles']"
Death Becomes Her,robertzemeckis,"['fantasy', 'comedy']",6.3,"['jealousy', 'beauty', 'immortality']"
Shanghai Noon,tomdey,"['adventure', 'action', 'comedy']",6.2,"['princess', 'sioux', 'travel']"
Executive Decision,stuartbaird,"['action', 'adventure', 'drama']",5.8,"['bomb', 'ransom', 'hostage']"
Mr. Popper's Penguins,markwaters,"['comedy', 'family']",5.7,"['taxi', 'restaurant', 'zoo']"
The Forbidden Kingdom,robminkoff,"['action', 'adventure', 'fantasy']",6.3,"['tempel', 'shaolin', 'teenager']"
Free Birds,jimmyhayward,"['animation', 'comedy', 'family']",5.7,"['holiday', 'thanksgiving', 'freedom']"
Alien³,davidfincher,"['sciencefiction', 'action', 'horror']",6.2,"['prison', 'android', 'spacecraft']"
Evita,alanparker,"['history', 'drama', 'music']",5.9,"['prostitute', 'deification', 'dancehallhostess']"
Ronin,johnfrankenheimer,"['action', 'thriller', 'crime']",6.7,"['paris', 'france', 'armsdeal']"
The Ghost and the Darkness,stephenhopkins,['adventure'],6.4,"['africa', 'lion', 'bridge']"
Paddington,paulking,"['family', 'comedy']",7,"['england', 'trainstation', 'basedonnovel']"
The Watch,akivaschaffer,['comedy'],5.3,"['usa', 'sterility', 'castration']"
The Hunted,williamfriedkin,"['drama', 'action', 'thriller']",6,"['hunter', 'fbi', 'knife']"
Instinct,jonturteltaub,"['drama', 'mystery', 'thriller']",6.2,"['prison', 'gorilla', 'research']"
Stuck on You,bobbyfarrelly,['comedy'],5.1,"['sex', 'dancer', 'martialarts']"
Semi-Pro,kentalterman,['comedy'],5.4,"['sport', 'basketball', 'flintmichigan']"
The Pirates! In an Adventure with Scientists!,peterlord,"['animation', 'adventure', 'family']",6.4,"['rivalry', 'stopmotion', 'pirate']"
Changeling,clinteastwood,"['crime', 'drama', 'mystery']",7.3,"['corruption', 'mother', 'nudity']"
Chain Reaction,andrewdavis,"['action', 'drama', 'sciencefiction']",5.3,"['fbi', 'hydrogenbomb', 'secretlab']"
The Fan,tonyscott,"['drama', 'mystery', 'thriller']",5.7,"['sport', 'luck', 'sanfranciscogiants']"
The Phantom of the Opera,joelschumacher,"['thriller', 'drama', 'romance']",7,"['dancing', 'obsession', 'auction']"
Elizabeth: The Golden Age,shekharkapur,"['drama', 'history', 'romance']",6.6,"['england', 'assassination', 'spain']"
Æon Flux,karynkusama,"['action', 'sciencefiction']",5.4,"['martialarts', 'dystopia', 'surrealism']"
Gods and Generals,ronaldf.maxwell,"['drama', 'history', 'war']",6.1,"['war', 'battle', 'unionsoldier']"
Turbulence,robertbutler,"['action', 'thriller', 'crime']",5.2,"['stewardess', 'airplane', 'shootout']"
Imagine That,kareykirkpatrick,['comedy'],5.7,[]
Muppets Most Wanted,jamesbobin,"['comedy', 'adventure', 'crime']",6.2,"['musical', 'themuppets']"
Thunderbirds,jonathanfrakes,"['action', 'adventure', 'comedy']",4.2,"['secretorganization', 'basedontvseries', 'goldengatebridge']"
Burlesque,steveantin,"['drama', 'romance']",6.9,"['musical', 'losangeles', 'burlesque']"
Un long dimanche de fiançailles,jean-pierrejeunet,['drama'],7.1,"['paris', 'prostitute', 'lossoflover']"
Lolita,stanleykubrick,"['drama', 'romance']",7.3,"['sexualobsession', 'hotel', 'depression']"
D-Tox,jimgillespie,"['action', 'thriller']",5.3,"['alcoholism', 'serialkiller', 'hospital']"
Blade II,guillermodeltoro,"['fantasy', 'horror', 'action']",6.2,"['katana', 'mutation', 'vampire']"
Seven Pounds,gabrielemuccino,['drama'],7.5,"['vegetarian', 'taxcollector', 'pianist']"
Bullet to the Head,walterhill,"['action', 'crime', 'thriller']",5.2,[]
The Godfather: Part III,francisfordcoppola,"['crime', 'drama', 'thriller']",7.1,"['italy', 'christianity', 'newyork']"
Elizabethtown,cameroncrowe,"['comedy', 'drama', 'romance']",6.1,"['suicide', 'hotelroom', 'suicideattempt']"
"You, Me and Dupree",anthonyrusso,"['comedy', 'romance']",5.4,"['roommate', ""loveofone'slife"", 'newlywed']"
Superman II,richardlester,"['action', 'adventure', 'fantasy']",6.5,"['savingtheworld', 'dccomics', 'sequel']"
Gigli,martinbrest,['drama'],3.5,"['newyork', 'mentallydisabled', 'kidnapping']"
All the King's Men,stevenzaillian,"['drama', 'thriller']",5.7,"['corruption', 'journalist', 'basedonnovel']"
Shaft,johnsingleton,"['action', 'adventure', 'crime']",5.5,"['corruption', 'blackpeople', 'italo-american']"
Anastasia,garygoldman,"['animation', 'family']",7.4,"['tzar', 'musical', 'russianrevolution']"
Moulin Rouge!,bazluhrmann,"['drama', 'music', 'romance']",7.4,"['duke', 'musical', ""writer'sblock""]"
Domestic Disturbance,haroldbecker,"['mystery', 'thriller', 'crime']",5.4,"['menace', 'adoption', 'dangerous']"
Black Mass,scottcooper,"['crime', 'drama']",6.3,"['boston', 'basedontruestory', 'organizedcrime']"
Flags of Our Fathers,clinteastwood,"['war', 'drama', 'history']",6.7,"['worldwarii', 'dyinganddeath', 'pacific']"
Law Abiding Citizen,f.garygray,"['drama', 'crime', 'thriller']",7.2,"['tattoo', 'secretpassage', 'baseballbat']"
Grindhouse,robertrodriguez,"['thriller', 'action', 'horror']",6.8,"['exploitation', 'slasher', 'zombie']"
Beloved,jonathandemme,"['drama', 'thriller']",5.9,[]
Lucky You,curtishanson,"['drama', 'romance']",5.4,"['poker', 'sport', 'lasvegas']"
Catch Me If You Can,stevenspielberg,"['drama', 'crime']",7.7,"['conman', 'biography', 'fbiagent']"
Zero Dark Thirty,kathrynbigelow,"['thriller', 'drama', 'history']",6.7,"['assassination', 'cia', 'hotel']"
The Break-Up,peytonreed,"['romance', 'comedy']",5.6,"['bowling', 'chicago', 'americanfootball']"
Mamma Mia!,phyllidalloyd,"['comedy', 'romance']",6.4,"['singleparent', 'greece', 'musical']"
Valentine's Day,garrymarshall,"['comedy', 'romance']",5.7,"['flower', 'marriedcouple', 'florist']"
The Dukes of Hazzard,jaychandrasekhar,"['action', 'adventure', 'comedy']",5.1,"['sheriff', 'farm', 'bikini']"
The Thin Red Line,terrencemalick,"['drama', 'history', 'war']",7.2,"['basedonnovel', 'japanese', 'worldwarii']"
The Change-Up,daviddobkin,['comedy'],5.9,"['jealousy', 'chance', 'wish']"
Man on the Moon,milošforman,"['comedy', 'drama', 'romance']",6.9,"['showbusiness', 'comedian', 'wrestling']"
Casino,martinscorsese,"['drama', 'crime']",7.8,"['poker', 'drugabuse', '1970s']"
From Paris with Love,pierremorel,"['action', 'crime', 'thriller']",6.1,"['paris', 'cia', 'undercover']"
Bulletproof Monk,paulhunter,"['action', 'comedy', 'fantasy']",5.1,"['monk', 'homelessperson', 'injection']"
"Me, Myself & Irene",bobbyfarrelly,['comedy'],6.1,"['schizophrenia', 'ex-cop', 'aftercreditsstinger']"
Barnyard,steveoedekerk,"['animation', 'comedy', 'family']",5.3,"['peasant', 'farm', 'cow']"
Deck the Halls,johnwhitesell,"['comedy', 'family']",5.1,"['holiday', 'massachusetts', 'neighbor']"
The Twilight Saga: New Moon,chrisweitz,"['adventure', 'fantasy', 'drama']",5.6,"['moon', 'cinema', 'vampire']"
Shrek,andrewadamson,"['adventure', 'animation', 'comedy']",7.3,"['magic', 'liberation', 'lordship']"
The Adjustment Bureau,georgenolfi,"['sciencefiction', 'thriller', 'romance']",6.5,"['hotel', 'dancer', 'hat']"
Robin Hood: Prince of Thieves,kevinreynolds,['adventure'],6.6,"['england', 'crusade', 'mercifulness']"
Jerry Maguire,cameroncrowe,"['comedy', 'drama', 'romance']",6.7,"['stadium', 'career', 'sport']"
Ted,sethmacfarlane,"['comedy', 'fantasy']",6.3,"['friendship', 'love', 'teddybear']"
As Good as It Gets,jamesl.brooks,"['comedy', 'romance']",7.2,"['singleparent', 'waitress', 'lonewolf']"
Patch Adams,tomshadyac,"['comedy', 'drama']",7,"['nurse', 'hospital', 'doctor']"
Anchorman 2: The Legend Continues,adammckay,['comedy'],6,"['journalism', 'mustache', 'tvnews']"
Mr. Deeds,stevenbrill,"['comedy', 'romance']",5.6,"['loveletter', 'newhampshire', 'ferrari']"
Super 8,j.j.abrams,"['thriller', 'sciencefiction', 'mystery']",6.6,"['1970s', 'secret', 'alien']"
Erin Brockovich,stevensoderbergh,['drama'],7.1,"['biography', 'basedontruestory', 'singlemother']"
How to Lose a Guy in 10 Days,donaldpetrie,"['comedy', 'romance']",6.3,"['newyork', 'bet', 'journalist']"
22 Jump Street,phillord,"['crime', 'comedy', 'action']",7,"['highschool', 'undercovercop', 'buddycomedy']"
Interview with the Vampire,neiljordan,"['horror', 'romance']",7.2,"['paris', 'sanfrancisco', 'vampire']"
Yes Man,peytonreed,['comedy'],6.4,"['bungee-jump', 'scooter']"
Central Intelligence,rawsonmarshallthurber,"['action', 'comedy']",6.2,"['spy', 'cia', 'espionage']"
Stepmom,chriscolumbus,"['drama', 'romance']",6.9,"['divorce', 'rebelliousdaughter', 'freezeframe']"
Daddy's Home,seananders,['comedy'],5.8,['daddyshome']
Into the Woods,robmarshall,"['fantasy', 'comedy', 'music']",5.6,"['witch', 'cinderella', 'prince']"
Inside Man,spikelee,"['crime', 'drama', 'thriller']",7.3,"['bankmanager', 'kidnapping', 'nazibackground']"
Payback,brianhelgeland,"['drama', 'action', 'thriller']",6.7,"['newyork', 'heroin', 'money']"
Congo,frankmarshall,"['action', 'adventure', 'drama']",5,"['gorilla', 'kongo', 'diamondmine']"
We Bought a Zoo,cameroncrowe,"['drama', 'comedy', 'family']",6.5,['zoo']
Knowing,alexproyas,"['action', 'adventure', 'drama']",5.9,"['cataclysm', 'code', 'suspense']"
Failure to Launch,tomdey,['comedy'],5.5,"['hotelmom', 'romanticcomedy', 'lying']"
The Ring Two,hideonakata,"['drama', 'horror', 'thriller']",5.4,"['nun', 'basedonnovel', 'bathtub']"
"Crazy, Stupid, Love.",glennficarra,"['comedy', 'drama', 'romance']",7,"['soulmates', 'midlifecrisis', 'marriagecrisis']"
Garfield,peterhewitt,"['animation', 'comedy', 'family']",5.2,"['competition', 'moderator', 'lasagne']"
Christmas with the Kranks,joeroth,"['comedy', 'family']",5.2,"['holiday', 'christmas']"
Moneyball,bennettmiller,['drama'],7,"['underdog', 'basedonnovel', 'baseball']"
Outbreak,wolfgangpetersen,"['action', 'drama', 'sciencefiction']",6.3,"['river', 'general', 'research']"
Non-Stop,jaumecollet-serra,"['action', 'thriller', 'mystery']",6.8,"['airplane', 'conspiracy', 'airplanecrash']"
Race to Witch Mountain,andyfickman,"['adventure', 'family', 'fantasy']",5.5,"['spacecraft', 'laser', 'teleportation']"
V for Vendetta,jamesmcteigue,"['action', 'thriller', 'fantasy']",7.7,"['detective', 'vatican', 'fascism']"
Shanghai Knights,daviddobkin,"['action', 'adventure', 'comedy']",6,"['londonengland', 'indianterritory', 'emperor']"
Curious George,matthewo'callaghan,"['adventure', 'animation', 'comedy']",6.2,"['museum', 'productplacement', 'balloon']"
Herbie Fully Loaded,angelarobinson,"['comedy', 'family', 'adventure']",5.1,"['carrace', 'victory', 'car']"
Don't Say a Word,garyfleder,['thriller'],6,"['cemetery', 'diamant', 'suspense']"
Hansel & Gretel: Witch Hunters,tommywirkola,"['fantasy', 'horror', 'action']",5.7,"['witch', 'blackmagic', 'steampunk']"
Unfaithful,adrianlyne,"['thriller', 'drama']",6.3,"['adultery', 'infidelity', 'eroticism']"
I Am Number Four,d.j.caruso,"['action', 'thriller', 'sciencefiction']",5.9,"['secretidentity', 'alien', 'teenageboy']"
Syriana,stephengaghan,"['drama', 'thriller']",6.3,"['antiterror', 'bomb', 'assassination']"
13 Hours: The Secret Soldiers of Benghazi,michaelbay,"['action', 'drama', 'history']",7,"['basedonnovel', 'assaultrifle', 'mercenary']"
The Book of Life,jorger.gutierrez,"['romance', 'animation', 'adventure']",7.3,"['lovetriangle', 'afterlife', 'dayofthedead']"
Firewall,richardloncraine,['thriller'],5.6,"['bank', 'technology', 'blackmail']"
Absolute Power,clinteastwood,"['crime', 'drama', 'thriller']",6.4,"['corruption', 'assassination', 'washingtond.c.']"
G.I. Jane,ridleyscott,"['action', 'drama']",6,"['poem', 'middleeast', 'helicopter']"
The Game,davidfincher,"['drama', 'thriller', 'mystery']",7.5,"['brotherbrotherrelationship', 'birthday', 'dangeroflife']"
Silent Hill,christophegans,"['horror', 'mystery']",6.3,"['monster', 'motherrole', 'burningofwitches']"
The Replacements,howarddeutch,['comedy'],6.1,"['americanfootball', 'strike', 'sport']"
American Reunion,jonhurwitz,['comedy'],6.1,"['wifehusbandrelationship', 'sequel', 'familyreunion']"
The Negotiator,f.garygray,"['action', 'adventure', 'crime']",6.8,"['corruption', 'hostage', 'pension']"
Into the Storm,stevenquale,"['action', 'thriller']",5.8,"['tornado', 'student', 'foundfootage']"
Beverly Hills Cop III,johnlandis,"['action', 'comedy', 'crime']",5.5,"['detective', 'undercover', 'securitycamera']"
Gremlins 2: The New Batch,joedante,"['comedy', 'horror', 'fantasy']",6.2,"['newyork', 'monster', 'skyscraper']"
The Judge,daviddobkin,['drama'],7.2,"['fathersonrelationship', 'judge', 'lawyer']"
The Peacemaker,mimileder,"['action', 'thriller']",5.8,"['helicopter', 'terrorist', 'nuclearmissile']"
Resident Evil: Apocalypse,alexanderwitt,"['horror', 'action', 'sciencefiction']",6.1,"['martialarts', 'mutant', 'dystopia']"
Bridget Jones: The Edge of Reason,beebankidron,"['comedy', 'romance']",6.1,"['londonengland', 'lovesickness', 'thailand']"
Out of Time,carlfranklin,"['thriller', 'crime', 'drama']",6.1,"['miami', 'florida', 'doublemurder']"
On Deadly Ground,stevenseagal,"['action', 'thriller']",4.5,"['fight', 'inuit', 'petrol']"
The Adventures of Sharkboy and Lavagirl,robertrodriguez,"['adventure', 'family', 'sciencefiction']",4.4,"['imaginaryfriend', 'outcast']"
The Beach,dannyboyle,"['drama', 'adventure', 'romance']",6.3,"['hippie', 'exoticisland', 'beach']"
Raising Helen,garrymarshall,"['drama', 'comedy', 'romance']",5.9,"['newyork', 'pastor', 'worldoffasion']"
Ninja Assassin,jamesmcteigue,"['action', 'crime', 'thriller']",6.2,"['assassination', 'assassin', 'ninjafighter']"
For Love of the Game,samraimi,"['drama', 'romance']",6.3,"['baseball', 'trainer', 'career']"
Striptease,andrewbergman,"['drama', 'thriller', 'crime']",4.4,"['blackmail', 'stripclub', 'striptease']"
Marmaduke,tomdey,"['family', 'comedy']",5,[]
Hereafter,clinteastwood,"['drama', 'fantasy']",5.8,[]
Murder by Numbers,barbetschroeder,"['crime', 'drama', 'thriller']",6,"['detective', 'secret', 'fbi']"
Assassins,richarddonner,"['action', 'adventure', 'crime']",6,"['competition', 'assassination', 'cia']"
Hannibal Rising,peterwebber,"['crime', 'drama', 'thriller']",6,"['winter', 'psychopath', 'horror']"
The Story of Us,robreiner,"['comedy', 'drama', 'romance']",5.9,"[""loveofone'slife"", 'therapist', 'psychology']"
The Host,andrewniccol,"['action', 'adventure', 'romance']",6,"['basedonnovel', 'massmurder', 'dystopia']"
Basic,johnmctiernan,"['action', 'drama', 'mystery']",6.2,"['drugaddiction', 'militarycourt', 'panama']"
Blood Work,clinteastwood,"['crime', 'drama', 'mystery']",6.1,"['houseboat', 'heart', 'investigation']"
The International,tomtykwer,"['drama', 'thriller', 'crime']",6,['duringcreditsstinger']
Escape from L.A.,johncarpenter,"['action', 'adventure', 'sciencefiction']",5.6,"['prison', 'usapresident', 'earthquake']"
The Iron Giant,bradbird,"['adventure', 'animation', 'family']",7.6,"['coldwar', 'friendship', 'giantrobot']"
The Life Aquatic with Steve Zissou,wesanderson,"['adventure', 'comedy', 'drama']",7.1,"['ocean', 'filmmaking', 'lossofmother']"
Free State of Jones,garyross,"['war', 'action', 'drama']",6.6,"['slavery', 'americancivilwar']"
The Life of David Gale,alanparker,"['drama', 'thriller', 'crime']",7.3,"['prison', 'journalist', 'texas']"
Man of the House,stephenherek,"['comedy', 'action']",5.4,[]
Run All Night,jaumecollet-serra,"['action', 'crime', 'drama']",6.3,"['hitman', 'revenge', 'murder']"
Eastern Promises,davidcronenberg,"['thriller', 'crime', 'mystery']",7.2,"['londonengland', 'gay', 'malenudity']"
Into the Blue,johnstockwell,"['action', 'thriller', 'adventure']",5.8,"['diving', 'cocaine', 'shipwreck']"
Joan of Arc,lucbesson,"['adventure', 'drama', 'action']",6.2,"['schizophrenia', 'france', 'rape']"
Your Highness,davidgordongreen,['comedy'],5.2,"['kidnapping', 'traitor', 'virgin']"
Dream House,jimsheridan,"['drama', 'thriller', 'mystery']",5.8,"['housefire', 'extensionladder', 'lastdayonjob']"
Mad City,costa-gavras,"['action', 'drama', 'thriller']",5.9,"['journalist', 'museum', 'hostagedrama']"
Baby's Day Out,patrickreadjohnson,"['action', 'adventure', 'comedy']",5.8,"['baby', 'hoodlum', 'lostchild']"
The Scarlet Letter,rolandjoffé,"['drama', 'history', 'romance']",5.5,"['basedonnovel', 'burningofwitches', 'puritan']"
Fair Game,dougliman,"['drama', 'thriller']",6.5,"['cia', 'nuclearscientist', 'iraq']"
